                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  3.543,                 5.7163,                 4.2652,                      0,                      0,                      0,                      0,                 3.4349,                 5.3169,                 4.1527,                 0.0721,                 0.0031,                 0.0031
